0,127.41,275.75,271.6,47.765,104.74,46.711,0.77495,36.342,0.56332,37.509,6.6435,0.9156,3.0783,35.197,0.92065,63.245,1.6224,4.5852,208.8,4.1201,1.1183,0.45226,1.5526,11.104,0.5362,1.069,2.3045,5.8528,11.923,0.84844,13.34,115.05,18.778,42.194,0.86724,1.2141,0,2.0211,96.378,1.0581,30.556,1.1284,0.60403,0.94075,5.603,0,2.287,7.2686,12.098,0,1.2219,0,96.628,3.4142,56.959,26.746,2.1214,2.6915,3.2928,0.41928,1.7479,17.921,2.5803,0.76843,1.8899,2.2491,0.82269,0.68116,24.138,49.034,27.639,10.521,1.3868,0,0.7915,2.5834,0.87084,4.0621,19.551,0.38556,0.70232,0.25711,10.97,0.12646,109.88,0,12.021,5.2804,5.6977,0.43504,62.904,0,12.272,1.2163,0.14914,1.2866,0.96756,0.76831,0.66225,0.88923,2.457,14.769,1.7827,0.8641,26.65,0.50013,3.2677,0,3.7371,0.99007,12.641,3.9146,10.543,2.6725,10.435,6.1194,38.279,6.5146,1.8335,4.9818,4.7653,4.383,0.88265,6.2967,10.292,30.88,4.7419,0.72748,0.60792,11.157,2.4451,0,28.297,27.536,5.1097,14.297,27.245,23.643,0,6.6914,6.0872,4.7218,3.9487,3.3195,0.72683,0.66642,0,8.1309,11.177,0.82671,34.374,1.5504,9.2412,4.0544,13.011,6.0076,0.71314,0,3.2686,3.2132,1.5374,4.3304,1.1147,0.77494,0.78607,5.1692,1.5147,1.0909,0,7.3389,6.5082,0,24.741,1.394,11.196,5.0751,4.1267,22.523,7.4953,3.2366,3.5044,3.7886,4.1299,1.8016,0.36463,6.8562,0.43157,6.5027,25.971,10.029,2.9315,26.663,23.066
127.41,0,4.5932,3.2414,42.867,83.047,72.423,0.60965,42.663,20.189,0,6.8482,0.71111,2.7114,19.433,0.72522,177.82,1.2934,3.5872,42.026,7.0982,27.853,88.847,3.971,8.6016,0.87555,0.93314,1.7911,4.7963,11.549,0.97817,12.61,0,5.5828,20.013,1.383,2.0376,0,2.1429,0,2.3603,2.6651,1.361,1.5236,1.9282,6.5895,0,1.9001,6.3487,11.099,0,0.91667,0,1.6399,2.5483,0,22.209,1.6654,2.5614,2.4941,0.652,1.4207,14.812,2.4992,3.3146,1.4437,1.8186,1.294,3.0845,30.095,8.7993,1.6591,6.5256,1.3836,0,0.74049,1.7682,0.72649,8.0086,18.336,13.341,2.0182,0.28867,8.4056,0.35429,80.516,0,10.634,3.3484,3.452,41.366,17.971,0,11.168,1.262,0.092124,1.6229,3.2409,1.3297,1.0198,2.625,2.2129,13.224,1.7351,0.90155,1.5275,0.52488,3.9567,0,3.0441,1.2588,15.19,1.7962,8.3345,2.4348,8.4813,4.7436,27.532,3.886,1.5966,3.91,1.8437,3.8942,3.7508,1.89,8.1378,24.055,3.6761,1.1991,0.61997,7.1774,2.018,0,27.904,21.751,3.7496,12.63,20.985,18.171,0,5.9945,4.738,3.6891,3.5705,3.5369,0.81968,0.90568,0,8.844,8.981,1.0688,25.901,2.4961,8.0063,3.1199,12.792,3.7642,4.5392,0,3.9678,2.689,1.3739,4.9386,0.93773,0.70647,1.2361,4.3413,1.7507,1.241,0,6.4168,5.335,0,24.372,5.4975,6.3475,4.211,3.6011,18.329,6.542,1.3663,2.6114,3.7187,2.7441,2.0962,0.30333,4.8945,5.9077,3.9458,23.614,13.383,2.4438,21.517,17.617
275.75,4.5932,0,82.37,46.963,1.1253,55.797,1.3049,31.282,1.3857,156.06,11.415,1.5796,17.103,0,1.5611,62.821,2.5004,7.8018,85.799,141.8,3.0625,1.6295,3.7794,8.7542,1.8032,1.829,0.661,9.6292,11.577,2.1061,10.784,33.728,1.2831,2.3123,0.67451,96.003,0,4.1138,54.218,36.206,78.436,2.0807,1.1634,6.563,8.1384,0,1.3519,2.3722,10.602,8.844,0.58251,17.851,58.316,1.0676,3.5259,9.7085,1.213,1.4013,1.0404,2.3228,2.4005,13.83,1.0577,2.7548,1.6427,1.0929,2.8418,2.5565,18.574,45.47,3.7032,7.2033,2.1592,0,0.74887,1.078,0.30191,5.1834,16.176,2.6874,2.1301,0.39563,8.7883,0.50391,54.857,0,7.5877,2.7396,4.0459,2.7753,55.949,0,11.291,2.6884,0.019053,2.6931,4.1596,3.3795,2.6367,61.436,2.0195,12.286,2.5861,2.3842,2.6217,2.727,5.7417,0,5.9297,2.5584,5.8565,1.4929,5.6631,1.2198,3.8792,3.7262,12.203,4.3345,1.1015,1.7916,2.7469,4.664,2.6502,3.0173,3.4572,24.617,4.2232,3.7056,1.6167,2.7707,1.2066,0,5.455,21.078,1.7618,2.4266,9.0267,21.676,0,8.6509,3.5042,3.3333,3.8467,6.1569,2.6246,3.6525,0,12.168,9.5016,2.1594,32.193,3.5245,6.5672,2.7025,9.4396,3.0156,3.33,0,8.7907,3.2515,1.5368,6.6529,1.278,0.78252,4.2209,2.4095,5.4702,3.7527,0,4.0889,4.1072,0,30.288,4.1645,2.154,3.606,4.2947,19.125,3.3521,1.9631,1.173,1.1295,1.8821,3.7074,0.53767,4.4376,3.8197,5.417,14.502,2.8528,3.3673,18.913,27.671
271.6,3.2414,82.37,0,52.57,1.121,55.601,1.3226,31.171,1.3805,145.15,11.44,1.6083,19.84,0,1.5829,62.602,2.5267,7.9265,85.538,131.83,3.0503,1.6233,3.8364,7.4467,1.8301,1.8521,0.65909,9.812,11.451,2.135,10.717,33.718,1.2939,2.3556,0.68966,108.16,0,4.1778,54.537,47.459,77.357,2.0832,1.2137,2.4867,8.3565,0,1.352,2.3554,10.813,0.23491,0.58477,17.537,58.125,1.0965,3.5078,9.7068,1.2198,1.3552,1.0553,2.3127,2.3761,13.645,1.0722,2.7442,1.6194,1.0566,2.8805,2.5981,18.957,45.321,3.692,7.1124,2.1808,0,0.74952,0.86553,1.9394,5.1088,15.709,2.6758,2.1448,0.39544,8.9609,0.40577,53.979,0,7.1416,2.8132,4.0648,2.6831,56.09,0,11.291,2.6896,0.024378,2.723,4.2214,3.4276,2.6853,81.498,2.0188,12.935,2.5631,2.4295,2.6692,2.7148,5.7515,0,1.85,2.5795,5.7109,1.4446,5.8253,2.9248,3.848,3.6336,12.403,4.2684,1.1767,1.801,2.662,4.9141,2.6293,3.0606,3.4945,24.542,3.8036,3.7751,1.6487,2.0893,1.2082,0,4.8457,20.842,1.7909,2.3643,14.683,21.018,0,8.8117,3.0248,3.389,3.8615,5.9633,2.676,3.7151,0,12.2,9.6823,2.1612,32.237,2.7256,6.5627,2.6929,9.218,3.2407,3.3334,0,8.764,3.2417,1.5392,6.1066,1.2499,0.78034,4.2936,2.4781,5.4691,3.8179,0,4.0489,4.0174,0,30.336,4.2441,1.8223,3.6983,4.2643,19.131,3.4255,1.9731,1.0655,1.1147,1.9657,3.768,0.53744,4.61,3.7583,5.2671,15.211,3.2855,3.352,18.908,27.197
47.765,42.867,46.963,52.57,0,1.2888,42.811,129.05,9.4256,64.809,0,104.57,111.54,52.537,108.79,169.46,2.261,93.262,121.15,0.68718,3.6293,3.5933,0.82253,40.989,8.3407,20.158,79.315,1.823,88.735,144.58,2.307,23.926,0,1.458,1.6644,0.44949,0.77742,0,11.512,0,1.089,1.152,2.7798,0.74451,0.85874,13.677,0,0.91091,5.9029,13.986,0,0.93287,0,3.1895,2.3646,0,19.424,2.0004,49.22,2.8998,2.5714,1.7128,13.436,12.258,1.2141,0.91106,1.4661,3.1831,1.2464,21.56,3.0261,2.4937,7.8587,2.7834,0,0.75697,1.9179,0.67188,5.3975,11.434,2.8625,0.86256,0.58712,9.908,0.48155,29.81,0,6.7418,1.5358,1.5358,1.2193,28.476,0,27.973,3.7381,0.078007,3.4062,1.7899,3.7646,3.0665,1.544,3.0664,5.2216,3.2613,1.6144,2.1365,2.5173,5.2345,0,2.2382,28.533,10.919,2.7613,32.709,3.0341,22.015,1.8223,24.143,1.9063,1.7243,5.2312,3.3294,4.5474,1.8962,2.9154,10.024,11.593,1.7792,4.2869,1.1104,8.826,1.7295,0,18.776,20.143,4.1928,10.634,4.1153,19.337,0,7.2053,3.5088,3.487,1.7976,13.099,3.1292,4.0119,0,13.219,3.7225,3.1247,15.271,6.0188,11.057,1.8715,11.922,1.543,1.543,0,8.7373,2.1517,1.9307,5.8113,0.93683,0.91706,4.3376,4.0328,7.5772,3.6976,0,2.539,1.294,0,28.032,3.3059,8.541,5.5185,4.6807,27.567,6.4971,1.7077,3.1077,4.1962,1.0389,4.2259,0.52113,3.0198,1.793,4.7839,14.333,6.2968,3.0032,26.133,26.133
104.74,83.047,1.1253,1.121,1.2888,0,129.08,0.50057,146.71,70.537,0,13.033,0.62598,1.9598,58.05,0.59262,13.385,2.4255,3.0041,0.27196,5.2603,71.643,58.143,3.0762,65.407,1.7772,0.75056,27.243,4.3517,9.0653,1.5962,10.863,0,7.5665,20.107,1.0051,1.4219,0,1.7708,0,1.7154,1.818,1.9649,1.0955,1.3692,6.01,0,1.2824,4.4104,8.4942,0,0.71276,0,1.5002,1.8979,0,16.324,1.4008,2.1101,2.2185,84.841,1.0197,14.987,1.9184,2.1849,1.0744,1.3778,2.2088,2.216,21.524,5.7124,1.2254,5.737,1.1489,0,0.52946,1.2352,0.50664,6.2097,14.828,3.1421,1.4709,0.25409,3.2527,0.3669,53.201,0,8.1684,2.2719,2.3038,2.7615,24.641,0,11.256,1.732,0.067855,1.412,2.4638,2.6946,1.1298,1.9362,1.9618,10.29,1.3767,0.90506,6.9539,1.4304,4.8574,0,2.3693,1.3704,10.188,1.3106,7.0083,2.0761,7.0494,3.1404,18.864,2.6404,1.8685,3.1153,1.3759,3.6305,2.6426,1.5495,6.3409,18.149,2.5353,2.6788,0.67909,5.173,1.8836,0,20.992,14.957,3.1776,8.9597,17.683,14.071,0,5.0575,3.7307,2.9663,2.9769,4.1532,1.2101,1.6255,0,7.6563,7.2944,1.99,22.277,2.0255,6.7205,2.894,6.2327,2.474,2.8955,0,4.0066,2.1995,1.211,3.5427,0.6994,0.62273,3.327,2.693,2.5549,1.6888,0,4.2733,4.4703,0,29.923,3.9649,4.5476,2.9699,3.4672,17.106,4.6244,2.0163,1.7982,2.9789,1.7851,2.8654,0.30271,3.1729,4.2136,2.83,21.635,10.377,1.8166,10.625,23.831
46.711,72.423,55.797,55.601,42.811,129.08,0,1.116,69.206,48.527,0,43.922,48.867,92.731,52.277,1.3146,17.84,44.759,15.85,22.082,5.6816,63.471,26.145,6.8208,30.932,26.135,1.5734,25.233,8.4468,9.4644,0.77353,10.265,0,1.5323,2.2645,29.132,1.5999,0,4.0366,0,1.8604,2.3093,1.0621,27.271,1.5001,5.5029,104.35,0.70374,12.611,8.7149,0,0.62643,0,1.3721,1.6046,0,19.557,1.2923,2.128,2.0048,1.0573,1.0728,17.614,2.0934,7.097,1.1516,1.2244,1.1352,1.0603,19.727,6.9979,1.2648,7.6538,2.0575,0,0.59565,1.4288,0.60396,6.3671,14.578,1.1828,1.5953,0.421,8.4767,0.59109,63.307,0,9.1144,2.7459,2.7451,0.93826,49.25,0.72121,10.539,3.4798,0.08305,2.4664,1.3311,1.3644,2.1421,2.12,2.5898,11.091,1.4185,2.3376,2.5276,3.2682,3.1961,0,2.5145,2.5143,12.206,2.8646,7.6217,2.0584,7.1841,3.7168,24.059,3.148,1.905,3.0334,3.3777,3.4493,3.3846,3.0942,5.7984,19.695,2.8682,1.3651,1.3541,5.4384,1.7891,0,22.184,19.012,3.2866,11.314,20.234,15.493,0,5.2594,3.8399,2.8628,2.8404,4.5552,2.2766,3.7467,0,7.6877,6.1515,1.1457,29.401,1.9774,6.5605,2.7455,10.659,3.0227,1.4646,0,3.6653,2.2919,1.2727,3.7289,0.7907,0.71707,1.6862,4.1986,2.7332,3.4509,0,4.9972,4.7716,0,23.041,4.874,4.7934,3.2873,3.3548,26.391,5.183,54.909,2.2326,2.8193,2.1769,3.9507,0.71638,3.8035,0.65341,2.9821,15.566,9.8545,3.6768,19.52,17.607
0.77495,0.60965,1.3049,1.3226,129.05,0.50057,1.116,0,1.1173,1.1904,0,44.359,9.6593,2.0839,40.853,38.029,3.498,2.7886,12.333,0.26868,5.7705,1.2658,1.2526,3.077,7.4653,1.5184,36.465,1.2889,3.7588,59.938,106.45,11.416,0,0.67986,0.96488,0.94956,1.5845,0,1.6462,0,1.9111,1.5797,25.114,0.98349,1.5289,8.6579,0,1.7,4.743,10.734,0,0.73657,0,1.2882,1.5956,0,14.317,6.9269,2.6931,1.9752,1.9605,1.066,12.257,2.0383,1.8537,1.0551,0.97599,17.899,2.1751,20.262,5.4504,1.2496,35.238,51.923,0,0.61523,1.2158,0.54995,5.6835,12.21,2.1634,1.7333,11.114,7.9862,0.37722,54.357,0,7.5366,2.1491,2.0539,2.1217,60.158,0,8.6967,1.5114,0.066821,3.4856,2.689,57.846,6.8009,1.9619,1.9825,8.3144,1.7373,1.0107,2.2435,1.3,5.6326,0,2.5343,0.77107,10.65,1.3679,8.4947,2.7305,7.1561,3.2374,17.607,2.2784,1.4086,47.635,1.3909,4.7875,2.3826,2.7855,38.613,19.204,2.5859,3.2078,0.5752,5.3949,1.4964,0,19.995,14.158,3.0983,7.9669,16.9,14.104,0,6.1355,3.4733,4.0793,3.6105,7.7757,0.69514,1.4051,0,9.2631,7.1622,0.92363,33.889,3.4993,3.1702,3.5995,6.5187,2.3542,2.487,0,3.4423,2.5111,1.5851,3.7053,0.84559,0.82199,29.21,2.7271,5.5131,1.1462,0,4.1536,4.5083,0,23.409,3.2635,4.7633,3.101,4.3392,14.809,4.79,0.98261,1.7356,3.0341,1.7531,2.426,0.58995,3.0823,3.3656,2.9622,15.203,8.4089,3.222,6.2245,20.581
36.342,42.663,31.282,31.171,9.4256,146.71,69.206,1.1173,0,48.298,0,24.414,31.549,51.69,64.973,1.3204,67.236,31.735,6.8706,35.587,5.342,68.418,43.74,1.3271,32.861,21.896,1.6119,37.717,7.2278,11.87,0.87065,9.5412,0,1.6554,2.1524,6.7201,1.4092,0,3.9811,0,1.7311,2.2158,0.83685,1.283,1.3658,6.2223,31.873,0.92151,5.0764,8.0532,0,0.69793,0,1.5522,1.5799,0,18.762,1.4206,2.168,2.1475,1.1504,0.89237,17.012,1.9608,77.822,1.136,1.1662,1.2778,1.0139,19.565,6.0993,1.109,8.009,2.2021,0,0.54341,1.3059,0.54656,6.1495,14.08,0.90342,1.4218,0.47823,7.6736,3.4904,53.573,0,9.0499,2.5153,2.5923,0.90436,50.612,0,10.878,3.7406,0.069521,2.6176,2.5188,1.5357,1.9796,2.0574,2.8516,11.141,1.3016,2.2017,2.4687,3.5074,2.6376,0,2.5573,2.7126,10.196,2.4121,6.804,2.1043,6.7577,3.1799,21.787,3.0691,1.7926,2.8607,1.2576,3.2679,3.1278,3.205,5.4615,19.323,2.6173,1.3142,1.1798,4.4966,1.5685,0,21.365,16.912,3.4812,10.669,20.465,15.216,0,6.6059,3.9616,2.8122,1.9418,4.3267,2.0351,3.6095,0,6.6514,5.905,1.5068,23.02,1.9739,5.5019,2.9761,9.0794,2.6965,3.7272,0,4.1472,2.3381,1.1698,3.0971,0.72136,0.87275,1.7182,3.6689,3.0764,3.3409,0,4.1954,3.7524,0,15.15,4.8043,3.9559,3.0109,3.1693,20.453,4.7346,53.033,1.9918,2.878,1.8796,3.3102,0.80155,3.2625,1.022,2.4586,13.596,10.276,3.8237,22.382,16.522
0.56332,20.189,1.3857,1.3805,64.809,70.537,48.527,1.1904,48.298,0,0,47.072,61.323,95.536,43.617,1.1991,26.931,52.884,31.53,15.292,5.1782,11.901,15.548,16.987,21.541,37.681,1.4332,12.728,7.7863,8.499,0.70183,45.987,0,1.3563,1.9852,55.311,1.4593,0,3.7617,0,1.6956,1.8557,0.94266,19.857,1.3474,4.8764,23.398,0.64911,4.9425,7.9354,0,0.56562,0,1.215,1.4423,0,16.826,1.1723,2.0843,1.804,0.95654,0.99455,59.76,2.0319,2.2961,0.99184,1.091,1.03,2.4402,50.137,5.8494,1.1671,7.0092,1.8489,0,0.54136,1.2184,0.52009,5.7688,13.208,1.0693,1.453,0.38288,7.7737,0.53555,54.714,0,8.1208,2.2844,2.2359,1.0861,43.859,33.873,9.7472,3.252,0.07004,2.2049,2.3675,1.2379,1.9296,1.8575,2.3744,9.8951,1.2683,2.0881,2.1905,2.7307,2.9632,0,2.1615,2.2828,10.996,2.6157,6.8699,2.0202,6.5159,3.2158,20.125,2.5309,29.126,2.7075,1.2995,3.2839,2.8759,2.697,5.1879,16.962,2.4727,1.2242,1.2104,5.0352,1.632,0,20.1,16.275,2.9501,9.2665,17.918,14.708,0,4.7618,3.2891,2.5383,2.8996,4.0814,2.0647,3.5409,0,7.3177,5.6461,1.0575,25.948,1.7941,5.8777,2.4752,6.0818,2.5016,3.0138,0,3.2464,1.9844,1.1276,3.457,0.68433,0.58049,1.5179,3.804,2.4798,3.1088,0,4.3573,4.2171,0,18.144,3.8358,4.4442,2.8569,2.986,23.583,4.4998,2.2723,1.9449,3.2176,1.8278,1.4231,0.64746,3.203,1.4727,2.764,12.958,9.6401,3.1669,17.726,15.784
